2025-11-01 06:59:48 startup archives unpack
2025-11-21 06:40:00 startup packages configure
2025-11-21 06:40:00 configure linux-modules-6.14.0-36-generic:amd64 6.14.0-36.36 <none>
2025-11-21 06:40:00 status unpacked linux-modules-6.14.0-36-generic:amd64 6.14.0-36.36
2025-11-21 06:40:00 status half-configured linux-modules-6.14.0-36-generic:amd64 6.14.0-36.36
2025-11-21 06:40:03 status installed linux-modules-6.14.0-36-generic:amd64 6.14.0-36.36
2025-11-21 06:40:03 configure linux-headers-6.14.0-36:all 6.14.0-36.36 <none>
2025-11-21 06:40:03 status unpacked linux-headers-6.14.0-36:all 6.14.0-36.36
2025-11-21 06:40:03 status half-configured linux-headers-6.14.0-36:all 6.14.0-36.36
2025-11-21 06:40:03 status installed linux-headers-6.14.0-36:all 6.14.0-36.36
2025-11-21 06:40:03 configure bpftool:amd64 7.6.0+6.14.0-36.36 <none>
2025-11-21 06:40:03 status unpacked bpftool:amd64 7.6.0+6.14.0-36.36
2025-11-21 06:40:03 status half-configured bpftool:amd64 7.6.0+6.14.0-36.36
2025-11-21 06:40:03 status installed bpftool:amd64 7.6.0+6.14.0-36.36
2025-11-21 06:40:03 configure linux-libc-dev:amd64 6.14.0-36.36 <none>
2025-11-21 06:40:03 status unpacked linux-libc-dev:amd64 6.14.0-36.36
2025-11-21 06:40:04 status half-configured linux-libc-dev:amd64 6.14.0-36.36
2025-11-21 06:40:04 status installed linux-libc-dev:amd64 6.14.0-36.36
2025-11-21 06:40:04 configure linux-modules-extra-6.14.0-36-generic:amd64 6.14.0-36.36 <none>
2025-11-21 06:40:04 status unpacked linux-modules-extra-6.14.0-36-generic:amd64 6.14.0-36.36
2025-11-21 06:40:04 status half-configured linux-modules-extra-6.14.0-36-generic:amd64 6.14.0-36.36
2025-11-21 06:40:07 status installed linux-modules-extra-6.14.0-36-generic:amd64 6.14.0-36.36
2025-11-21 06:40:07 configure linux-perf:amd64 6.14.0-36.36 <none>
2025-11-21 06:40:07 status unpacked linux-perf:amd64 6.14.0-36.36
2025-11-21 06:40:07 status half-configured linux-perf:amd64 6.14.0-36.36
2025-11-21 06:40:07 status installed linux-perf:amd64 6.14.0-36.36
2025-11-21 06:40:07 configure linux-headers-6.14.0-36-generic:amd64 6.14.0-36.36 <none>
2025-11-21 06:40:07 status unpacked linux-headers-6.14.0-36-generic:amd64 6.14.0-36.36
2025-11-21 06:40:07 status half-configured linux-headers-6.14.0-36-generic:amd64 6.14.0-36.36
2025-11-21 06:40:07 status installed linux-headers-6.14.0-36-generic:amd64 6.14.0-36.36
2025-11-21 06:40:07 configure linux-headers-generic-hwe-24.04:amd64 6.14.0-36.36 <none>
2025-11-21 06:40:07 status unpacked linux-headers-generic-hwe-24.04:amd64 6.14.0-36.36
2025-11-21 06:40:07 status half-configured linux-headers-generic-hwe-24.04:amd64 6.14.0-36.36
2025-11-21 06:40:07 status installed linux-headers-generic-hwe-24.04:amd64 6.14.0-36.36
2025-11-21 06:40:08 configure linux-tools-common:all 6.14.0-36.36 <none>
2025-11-21 06:40:08 status unpacked linux-tools-common:all 6.14.0-36.36
2025-11-21 06:40:08 status half-configured linux-tools-common:all 6.14.0-36.36
2025-11-21 06:40:08 status installed linux-tools-common:all 6.14.0-36.36
2025-11-21 06:40:08 configure linux-image-6.14.0-36-generic:amd64 6.14.0-36.36 <none>
2025-11-21 06:40:08 status unpacked linux-image-6.14.0-36-generic:amd64 6.14.0-36.36
2025-11-21 06:40:08 status half-configured linux-image-6.14.0-36-generic:amd64 6.14.0-36.36
2025-11-21 06:40:11 status installed linux-image-6.14.0-36-generic:amd64 6.14.0-36.36
2025-11-21 06:40:11 status triggers-pending linux-image-6.14.0-36-generic:amd64 6.14.0-36.36
2025-11-21 06:40:11 configure linux-image-generic-hwe-24.04:amd64 6.14.0-36.36 <none>
2025-11-21 06:40:11 status unpacked linux-image-generic-hwe-24.04:amd64 6.14.0-36.36
2025-11-21 06:40:11 status half-configured linux-image-generic-hwe-24.04:amd64 6.14.0-36.36
2025-11-21 06:40:11 status installed linux-image-generic-hwe-24.04:amd64 6.14.0-36.36
2025-11-21 06:40:11 configure linux-generic-hwe-24.04:amd64 6.14.0-36.36 <none>
2025-11-21 06:40:11 status unpacked linux-generic-hwe-24.04:amd64 6.14.0-36.36
2025-11-21 06:40:11 status half-configured linux-generic-hwe-24.04:amd64 6.14.0-36.36
2025-11-21 06:40:11 status installed linux-generic-hwe-24.04:amd64 6.14.0-36.36
2025-11-21 06:40:11 configure linux-tools-6.14.0-36:amd64 6.14.0-36.36 <none>
2025-11-21 06:40:11 status unpacked linux-tools-6.14.0-36:amd64 6.14.0-36.36
2025-11-21 06:40:11 status half-configured linux-tools-6.14.0-36:amd64 6.14.0-36.36
2025-11-21 06:40:11 status installed linux-tools-6.14.0-36:amd64 6.14.0-36.36
2025-11-21 06:40:11 configure linux-tools-6.14.0-36-generic:amd64 6.14.0-36.36 <none>
2025-11-21 06:40:11 status unpacked linux-tools-6.14.0-36-generic:amd64 6.14.0-36.36
2025-11-21 06:40:12 status half-configured linux-tools-6.14.0-36-generic:amd64 6.14.0-36.36
2025-11-21 06:40:12 status installed linux-tools-6.14.0-36-generic:amd64 6.14.0-36.36
2025-11-21 06:40:12 trigproc man-db:amd64 2.13.0-1 <none>
2025-11-21 06:40:12 status half-configured man-db:amd64 2.13.0-1
2025-11-21 06:40:15 status installed man-db:amd64 2.13.0-1
2025-11-21 06:40:15 trigproc linux-image-6.14.0-36-generic:amd64 6.14.0-36.36 <none>
2025-11-21 06:40:15 status half-configured linux-image-6.14.0-36-generic:amd64 6.14.0-36.36
2025-11-21 06:40:40 status installed linux-image-6.14.0-36-generic:amd64 6.14.0-36.36
2025-11-21 06:40:46 startup packages remove
2025-11-21 06:40:46 status installed linux-image-6.14.0-34-generic:amd64 6.14.0-34.34
2025-11-21 06:40:46 remove linux-image-6.14.0-34-generic:amd64 6.14.0-34.34 <none>
2025-11-21 06:40:46 status half-configured linux-image-6.14.0-34-generic:amd64 6.14.0-34.34
2025-11-21 06:40:47 status half-installed linux-image-6.14.0-34-generic:amd64 6.14.0-34.34
2025-11-21 06:40:51 status config-files linux-image-6.14.0-34-generic:amd64 6.14.0-34.34
2025-11-21 06:40:51 status installed linux-modules-extra-6.14.0-34-generic:amd64 6.14.0-34.34
2025-11-21 06:40:51 remove linux-modules-extra-6.14.0-34-generic:amd64 6.14.0-34.34 <none>
2025-11-21 06:40:51 status half-configured linux-modules-extra-6.14.0-34-generic:amd64 6.14.0-34.34
2025-11-21 06:40:51 status half-installed linux-modules-extra-6.14.0-34-generic:amd64 6.14.0-34.34
2025-11-21 06:41:00 status config-files linux-modules-extra-6.14.0-34-generic:amd64 6.14.0-34.34
2025-11-21 06:41:00 status installed linux-modules-6.14.0-34-generic:amd64 6.14.0-34.34
2025-11-21 06:41:00 remove linux-modules-6.14.0-34-generic:amd64 6.14.0-34.34 <none>
2025-11-21 06:41:00 status half-configured linux-modules-6.14.0-34-generic:amd64 6.14.0-34.34
2025-11-21 06:41:00 status half-installed linux-modules-6.14.0-34-generic:amd64 6.14.0-34.34
2025-11-21 06:41:00 status config-files linux-modules-6.14.0-34-generic:amd64 6.14.0-34.34
2025-11-21 06:41:01 startup packages configure
2025-11-21 06:41:06 startup packages remove
2025-11-21 06:41:06 status installed linux-headers-6.14.0-34-generic:amd64 6.14.0-34.34
2025-11-21 06:41:06 remove linux-headers-6.14.0-34-generic:amd64 6.14.0-34.34 <none>
2025-11-21 06:41:06 status half-configured linux-headers-6.14.0-34-generic:amd64 6.14.0-34.34
2025-11-21 06:41:06 status half-installed linux-headers-6.14.0-34-generic:amd64 6.14.0-34.34
2025-11-21 06:41:07 status config-files linux-headers-6.14.0-34-generic:amd64 6.14.0-34.34
2025-11-21 06:41:08 status not-installed linux-headers-6.14.0-34-generic:amd64 <none>
2025-11-21 06:41:08 status installed linux-headers-6.14.0-34:all 6.14.0-34.34
2025-11-21 06:41:08 remove linux-headers-6.14.0-34:all 6.14.0-34.34 <none>
2025-11-21 06:41:08 status half-configured linux-headers-6.14.0-34:all 6.14.0-34.34
2025-11-21 06:41:08 status half-installed linux-headers-6.14.0-34:all 6.14.0-34.34
2025-11-21 06:41:12 status config-files linux-headers-6.14.0-34:all 6.14.0-34.34
2025-11-21 06:41:12 status not-installed linux-headers-6.14.0-34:all <none>
2025-11-21 06:41:13 startup packages configure
2025-11-21 06:41:18 startup packages remove
2025-11-21 06:41:18 status installed linux-tools-6.14.0-34-generic:amd64 6.14.0-34.34
2025-11-21 06:41:18 remove linux-tools-6.14.0-34-generic:amd64 6.14.0-34.34 <none>
2025-11-21 06:41:18 status half-configured linux-tools-6.14.0-34-generic:amd64 6.14.0-34.34
2025-11-21 06:41:18 status half-installed linux-tools-6.14.0-34-generic:amd64 6.14.0-34.34
2025-11-21 06:41:18 status config-files linux-tools-6.14.0-34-generic:amd64 6.14.0-34.34
2025-11-21 06:41:18 status not-installed linux-tools-6.14.0-34-generic:amd64 <none>
2025-11-21 06:41:19 startup packages configure
2025-11-21 06:41:23 startup packages remove
2025-11-21 06:41:23 status installed linux-tools-6.14.0-34:amd64 6.14.0-34.34
2025-11-21 06:41:24 remove linux-tools-6.14.0-34:amd64 6.14.0-34.34 <none>
2025-11-21 06:41:24 status half-configured linux-tools-6.14.0-34:amd64 6.14.0-34.34
2025-11-21 06:41:24 status half-installed linux-tools-6.14.0-34:amd64 6.14.0-34.34
2025-11-21 06:41:24 status config-files linux-tools-6.14.0-34:amd64 6.14.0-34.34
2025-11-21 06:41:24 status not-installed linux-tools-6.14.0-34:amd64 <none>
2025-11-21 06:41:24 startup packages configure
2025-11-22 03:24:39 startup archives unpack
2025-11-22 03:24:39 install screen:amd64 <none> 4.9.1-1ubuntu0.1
2025-11-22 03:24:39 status half-installed screen:amd64 4.9.1-1ubuntu0.1
2025-11-22 03:24:40 status triggers-pending debianutils:amd64 5.21
2025-11-22 03:24:40 status triggers-pending install-info:amd64 7.1.1-1
2025-11-22 03:24:41 status triggers-pending man-db:amd64 2.13.0-1
2025-11-22 03:24:41 status unpacked screen:amd64 4.9.1-1ubuntu0.1
2025-11-22 03:24:41 startup packages configure
2025-11-22 03:24:41 configure screen:amd64 4.9.1-1ubuntu0.1 <none>
2025-11-22 03:24:41 status unpacked screen:amd64 4.9.1-1ubuntu0.1
2025-11-22 03:24:41 status half-configured screen:amd64 4.9.1-1ubuntu0.1
2025-11-22 03:24:42 status installed screen:amd64 4.9.1-1ubuntu0.1
2025-11-22 03:24:42 trigproc debianutils:amd64 5.21 <none>
2025-11-22 03:24:42 status half-configured debianutils:amd64 5.21
2025-11-22 03:24:43 status installed debianutils:amd64 5.21
2025-11-22 03:24:43 trigproc install-info:amd64 7.1.1-1 <none>
2025-11-22 03:24:43 status half-configured install-info:amd64 7.1.1-1
2025-11-22 03:24:43 status installed install-info:amd64 7.1.1-1
2025-11-22 03:24:43 trigproc man-db:amd64 2.13.0-1 <none>
2025-11-22 03:24:43 status half-configured man-db:amd64 2.13.0-1
2025-11-22 03:24:47 status installed man-db:amd64 2.13.0-1
2025-11-22 03:25:11 startup archives unpack
2025-11-22 03:25:12 install lrzsz:amd64 <none> 0.12.21rc-0.2
2025-11-22 03:25:12 status half-installed lrzsz:amd64 0.12.21rc-0.2
2025-11-22 03:25:12 status triggers-pending man-db:amd64 2.13.0-1
2025-11-22 03:25:12 status unpacked lrzsz:amd64 0.12.21rc-0.2
2025-11-22 03:25:13 install minicom:amd64 <none> 2.10-1
2025-11-22 03:25:13 status half-installed minicom:amd64 2.10-1
2025-11-22 03:25:13 status triggers-pending gnome-menus:amd64 3.36.0-1.1ubuntu3
2025-11-22 03:25:13 status triggers-pending desktop-file-utils:amd64 0.28-1
2025-11-22 03:25:13 status unpacked minicom:amd64 2.10-1
2025-11-22 03:25:14 startup packages configure
2025-11-22 03:25:14 configure minicom:amd64 2.10-1 <none>
2025-11-22 03:25:14 status unpacked minicom:amd64 2.10-1
2025-11-22 03:25:14 status half-configured minicom:amd64 2.10-1
2025-11-22 03:25:14 status installed minicom:amd64 2.10-1
2025-11-22 03:25:14 configure lrzsz:amd64 0.12.21rc-0.2 <none>
2025-11-22 03:25:14 status unpacked lrzsz:amd64 0.12.21rc-0.2
2025-11-22 03:25:14 status half-configured lrzsz:amd64 0.12.21rc-0.2
2025-11-22 03:25:14 status installed lrzsz:amd64 0.12.21rc-0.2
2025-11-22 03:25:14 trigproc gnome-menus:amd64 3.36.0-1.1ubuntu3 <none>
2025-11-22 03:25:14 status half-configured gnome-menus:amd64 3.36.0-1.1ubuntu3
2025-11-22 03:25:14 status installed gnome-menus:amd64 3.36.0-1.1ubuntu3
2025-11-22 03:25:14 trigproc man-db:amd64 2.13.0-1 <none>
2025-11-22 03:25:14 status half-configured man-db:amd64 2.13.0-1
2025-11-22 03:25:18 status installed man-db:amd64 2.13.0-1
2025-11-22 03:25:18 trigproc desktop-file-utils:amd64 0.28-1 <none>
2025-11-22 03:25:18 status half-configured desktop-file-utils:amd64 0.28-1
2025-11-22 03:25:18 status installed desktop-file-utils:amd64 0.28-1
